 Convergence        Position           [CO2]            [H+]         [HCO3-]         [CO3-2]           [OH-]            [K+]           Phi_2           Phi_1     RDE_Current
           T     9.65000E+01     2.50738E-02     4.46430E-08     5.00572E-01     2.08792E-03     4.07612E-07     5.04749E-01    -2.42748E-04    -1.24800E+00    -2.85853E+01
           T     9.75000E+01     2.72400E-02     4.85982E-08     4.99560E-01     1.91411E-03     3.74438E-07     5.03389E-01    -1.73459E-04    -1.24800E+00    -2.85853E+01
           T     9.85000E+01     2.94186E-02     5.25964E-08     4.98501E-01     1.76486E-03     3.45975E-07     5.02031E-01    -1.04136E-04    -1.24800E+00    -2.85853E+01
           T     9.95000E+01     3.16072E-02     5.66337E-08     4.97405E-01     1.63544E-03     3.21311E-07     5.00677E-01    -3.47496E-05    -1.24800E+00    -2.85853E+01
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -1.24800E+00    -2.85853E+01
           T     0.00000E+00     5.65176E-08     5.43724E-12     9.26414E-03     3.17268E-01     3.34673E-03     6.47147E-01    -6.62413E-03    -1.25600E+00    -2.87905E+01
           T     5.00000E-01     7.02007E-08     6.06345E-12     1.03186E-02     3.16885E-01     3.00110E-03     6.47090E-01    -6.62189E-03    -1.25600E+00    -2.87905E+01
           T     1.50000E+00     1.09381E-07     7.58189E-12     1.28577E-02     3.15781E-01     2.40006E-03     6.46819E-01    -6.61112E-03    -1.25600E+00    -2.87905E+01
           T     2.50000E+00     1.69844E-07     9.47134E-12     1.59822E-02     3.14214E-01     1.92127E-03     6.46332E-01    -6.59179E-03    -1.25600E+00    -2.87905E+01
           T     3.50000E+00     2.58161E-07     1.17141E-11     1.96418E-02     3.12227E-01     1.55342E-03     6.45649E-01    -6.56462E-03    -1.25600E+00    -2.87905E+01
           T     4.50000E+00     3.79955E-07     1.42646E-11     2.37396E-02     3.09894E-01     1.27568E-03     6.44804E-01    -6.53101E-03    -1.25600E+00    -2.87905E+01
           T     5.50000E+00     5.39607E-07     1.70710E-11     2.81721E-02     3.07299E-01     1.06596E-03     6.43837E-01    -6.49246E-03    -1.25600E+00    -2.87905E+01
           T     6.50000E+00     7.40508E-07     2.00893E-11     3.28523E-02     3.04510E-01     9.05808E-04     6.42779E-01    -6.45022E-03    -1.25600E+00    -2.87905E+01
           T     7.50000E+00     9.85428E-07     2.32869E-11     3.77149E-02     3.01579E-01     7.81426E-04     6.41654E-01    -6.40524E-03    -1.25600E+00    -2.87905E+01
           T     8.50000E+00     1.27681E-06     2.66416E-11     4.27135E-02     2.98541E-01     6.83029E-04     6.40479E-01    -6.35820E-03    -1.25600E+00    -2.87905E+01
           T     9.50000E+00     1.61695E-06     3.01388E-11     4.78158E-02     2.95424E-01     6.03774E-04     6.39267E-01    -6.30955E-03    -1.25600E+00    -2.87905E+01
           T     1.05000E+01     2.00811E-06     3.37693E-11     5.29989E-02     2.92244E-01     5.38863E-04     6.38026E-01    -6.25963E-03    -1.25600E+00    -2.87905E+01
           T     1.15000E+01     2.45259E-06     3.75277E-11     5.82468E-02     2.89014E-01     4.84895E-04     6.36761E-01    -6.20867E-03    -1.25600E+00    -2.87905E+01
           T     1.25000E+01     2.95272E-06     4.14116E-11     6.35478E-02     2.85745E-01     4.39418E-04     6.35476E-01    -6.15683E-03    -1.25600E+00    -2.87905E+01
           T     1.35000E+01     3.51098E-06     4.54203E-11     6.88935E-02     2.82441E-01     4.00636E-04     6.34176E-01    -6.10424E-03    -1.25600E+00    -2.87905E+01
           T     1.45000E+01     4.12993E-06     4.95547E-11     7.42777E-02     2.79109E-01     3.67211E-04     6.32862E-01    -6.05098E-03    -1.25600E+00    -2.87905E+01
           T     1.55000E+01     4.81227E-06     5.38166E-11     7.96955E-02     2.75751E-01     3.38130E-04     6.31536E-01    -5.99712E-03    -1.25600E+00    -2.87905E+01
           T     1.65000E+01     5.56085E-06     5.82089E-11     8.51435E-02     2.72372E-01     3.12615E-04     6.30200E-01    -5.94271E-03    -1.25600E+00    -2.87905E+01
           T     1.75000E+01     6.37868E-06     6.27352E-11     9.06189E-02     2.68972E-01     2.90060E-04     6.28853E-01    -5.88780E-03    -1.25600E+00    -2.87905E+01
           T     1.85000E+01     7.26892E-06     6.73998E-11     9.61195E-02     2.65554E-01     2.69986E-04     6.27498E-01    -5.83240E-03    -1.25600E+00    -2.87905E+01
           T     1.95000E+01     8.23497E-06     7.22073E-11     1.01644E-01     2.62119E-01     2.52011E-04     6.26135E-01    -5.77654E-03    -1.25600E+00    -2.87905E+01
           T     2.05000E+01     9.28037E-06     7.71633E-11     1.07190E-01     2.58669E-01     2.35825E-04     6.24763E-01    -5.72024E-03    -1.25600E+00    -2.87905E+01
           T     2.15000E+01     1.04089E-05     8.22736E-11     1.12758E-01     2.55203E-01     2.21177E-04     6.23385E-01    -5.66352E-03    -1.25600E+00    -2.87905E+01
           T     2.25000E+01     1.16247E-05     8.75447E-11     1.18346E-01     2.51723E-01     2.07860E-04     6.21999E-01    -5.60637E-03    -1.25600E+00    -2.87905E+01
           T     2.35000E+01     1.29320E-05     9.29835E-11     1.23953E-01     2.48229E-01     1.95701E-04     6.20606E-01    -5.54881E-03    -1.25600E+00    -2.87905E+01
           T     2.45000E+01     1.43352E-05     9.85977E-11     1.29580E-01     2.44721E-01     1.84558E-04     6.19207E-01    -5.49085E-03    -1.25600E+00    -2.87905E+01
           T     2.55000E+01     1.58395E-05     1.04395E-10     1.35226E-01     2.41201E-01     1.74309E-04     6.17801E-01    -5.43249E-03    -1.25600E+00    -2.87905E+01
           T     2.65000E+01     1.74498E-05     1.10385E-10     1.40890E-01     2.37667E-01     1.64850E-04     6.16389E-01    -5.37373E-03    -1.25600E+00    -2.87905E+01
           T     2.75000E+01     1.91718E-05     1.16576E-10     1.46572E-01     2.34121E-01     1.56095E-04     6.14971E-01    -5.31457E-03    -1.25600E+00    -2.87905E+01
           T     2.85000E+01     2.10114E-05     1.22980E-10     1.52273E-01     2.30563E-01     1.47968E-04     6.13546E-01    -5.25501E-03    -1.25600E+00    -2.87905E+01
           T     2.95000E+01     2.29750E-05     1.29605E-10     1.57991E-01     2.26992E-01     1.40403E-04     6.12115E-01    -5.19505E-03    -1.25600E+00    -2.87905E+01
           T     3.05000E+01     2.50693E-05     1.36465E-10     1.63727E-01     2.23409E-01     1.33346E-04     6.10678E-01    -5.13469E-03    -1.25600E+00    -2.87905E+01
           T     3.15000E+01     2.73018E-05     1.43572E-10     1.69481E-01     2.19813E-01     1.26745E-04     6.09235E-01    -5.07393E-03    -1.25600E+00    -2.87905E+01
           T     3.25000E+01     2.96802E-05     1.50938E-10     1.75253E-01     2.16206E-01     1.20559E-04     6.07785E-01    -5.01277E-03    -1.25600E+00    -2.87905E+01
           T     3.35000E+01     3.22130E-05     1.58580E-10     1.81043E-01     2.12586E-01     1.14750E-04     6.06330E-01    -4.95120E-03    -1.25600E+00    -2.87905E+01
           T     3.45000E+01     3.49094E-05     1.66512E-10     1.86851E-01     2.08954E-01     1.09283E-04     6.04868E-01    -4.88921E-03    -1.25600E+00    -2.87905E+01
           T     3.55000E+01     3.77792E-05     1.74752E-10     1.92677E-01     2.05309E-01     1.04131E-04     6.03400E-01    -4.82681E-03    -1.25600E+00    -2.87905E+01
           T     3.65000E+01     4.08329E-05     1.83317E-10     1.98521E-01     2.01652E-01     9.92650E-05     6.01925E-01    -4.76400E-03    -1.25600E+00    -2.87905E+01
           T     3.75000E+01     4.40822E-05     1.92228E-10     2.04384E-01     1.97983E-01     9.46635E-05     6.00445E-01    -4.70075E-03    -1.25600E+00    -2.87905E+01
           T     3.85000E+01     4.75395E-05     2.01507E-10     2.10264E-01     1.94302E-01     9.03048E-05     5.98958E-01    -4.63708E-03    -1.25600E+00    -2.87905E+01
           T     3.95000E+01     5.12183E-05     2.11175E-10     2.16164E-01     1.90607E-01     8.61702E-05     5.97464E-01    -4.57297E-03    -1.25600E+00    -2.87905E+01
           T     4.05000E+01     5.51334E-05     2.21260E-10     2.22081E-01     1.86900E-01     8.22427E-05     5.95964E-01    -4.50843E-03    -1.25600E+00    -2.87905E+01
           T     4.15000E+01     5.93007E-05     2.31788E-10     2.28018E-01     1.83180E-01     7.85072E-05     5.94458E-01    -4.44343E-03    -1.25600E+00    -2.87905E+01
           T     4.25000E+01     6.37379E-05     2.42789E-10     2.33974E-01     1.79448E-01     7.49497E-05     5.92944E-01    -4.37798E-03    -1.25600E+00    -2.87905E+01
           T     4.35000E+01     6.84640E-05     2.54298E-10     2.39949E-01     1.75702E-01     7.15578E-05     5.91425E-01    -4.31208E-03    -1.25600E+00    -2.87905E+01
           T     4.45000E+01     7.35000E-05     2.66349E-10     2.45944E-01     1.71943E-01     6.83201E-05     5.89898E-01    -4.24570E-03    -1.25600E+00    -2.87905E+01
           T     4.55000E+01     7.88689E-05     2.78983E-10     2.51958E-01     1.68171E-01     6.52262E-05     5.88364E-01    -4.17886E-03    -1.25600E+00    -2.87905E+01
           T     4.65000E+01     8.45962E-05     2.92243E-10     2.57992E-01     1.64385E-01     6.22666E-05     5.86824E-01    -4.11153E-03    -1.25600E+00    -2.87905E+01
           T     4.75000E+01     9.07096E-05     3.06178E-10     2.64046E-01     1.60585E-01     5.94328E-05     5.85276E-01    -4.04372E-03    -1.25600E+00    -2.87905E+01
           T     4.85000E+01     9.72402E-05     3.20840E-10     2.70120E-01     1.56772E-01     5.67167E-05     5.83721E-01    -3.97541E-03    -1.25600E+00    -2.87905E+01
           T     4.95000E+01     1.04222E-04     3.36289E-10     2.76215E-01     1.52945E-01     5.41112E-05     5.82159E-01    -3.90659E-03    -1.25600E+00    -2.87905E+01
           T     5.05000E+01     1.11694E-04     3.52590E-10     2.82331E-01     1.49103E-01     5.16095E-05     5.80589E-01    -3.83726E-03    -1.25600E+00    -2.87905E+01
           T     5.15000E+01     1.19697E-04     3.69817E-10     2.88467E-01     1.45248E-01     4.92054E-05     5.79012E-01    -3.76741E-03    -1.25600E+00    -2.87905E+01
           T     5.25000E+01     1.28280E-04     3.88051E-10     2.94625E-01     1.41378E-01     4.68934E-05     5.77427E-01    -3.69703E-03    -1.25600E+00    -2.87905E+01
           T     5.35000E+01     1.37495E-04     4.07383E-10     3.00804E-01     1.37493E-01     4.46681E-05     5.75835E-01    -3.62611E-03    -1.25600E+00    -2.87905E+01
           T     5.45000E+01     1.47402E-04     4.27916E-10     3.07004E-01     1.33594E-01     4.25247E-05     5.74234E-01    -3.55465E-03    -1.25600E+00    -2.87905E+01
           T     5.55000E+01     1.58069E-04     4.49767E-10     3.13226E-01     1.29679E-01     4.04587E-05     5.72626E-01    -3.48262E-03    -1.25600E+00    -2.87905E+01
           T     5.65000E+01     1.69572E-04     4.73067E-10     3.19471E-01     1.25750E-01     3.84660E-05     5.71009E-01    -3.41002E-03    -1.25600E+00    -2.87905E+01
           T     5.75000E+01     1.81998E-04     4.97966E-10     3.25737E-01     1.21805E-01     3.65427E-05     5.69384E-01    -3.33685E-03    -1.25600E+00    -2.87905E+01
           T     5.85000E+01     1.95447E-04     5.24635E-10     3.32025E-01     1.17846E-01     3.46851E-05     5.67751E-01    -3.26308E-03    -1.25600E+00    -2.87905E+01
           T     5.95000E+01     2.10031E-04     5.53269E-10     3.38335E-01     1.13870E-01     3.28900E-05     5.66109E-01    -3.18872E-03    -1.25600E+00    -2.87905E+01
           T     6.05000E+01     2.25884E-04     5.84095E-10     3.44668E-01     1.09880E-01     3.11542E-05     5.64459E-01    -3.11374E-03    -1.25600E+00    -2.87905E+01
           T     6.15000E+01     2.43156E-04     6.17374E-10     3.51023E-01     1.05873E-01     2.94748E-05     5.62799E-01    -3.03815E-03    -1.25600E+00    -2.87905E+01
           T     6.25000E+01     2.62024E-04     6.53411E-10     3.57400E-01     1.01852E-01     2.78493E-05     5.61131E-01    -2.96192E-03    -1.25600E+00    -2.87905E+01
           T     6.35000E+01     2.82696E-04     6.92562E-10     3.63799E-01     9.78143E-02     2.62749E-05     5.59454E-01    -2.88504E-03    -1.25600E+00    -2.87905E+01
           T     6.45000E+01     3.05416E-04     7.35247E-10     3.70219E-01     9.37616E-02     2.47495E-05     5.57767E-01    -2.80751E-03    -1.25600E+00    -2.87905E+01
           T     6.55000E+01     3.30474E-04     7.81965E-10     3.76660E-01     8.96937E-02     2.32709E-05     5.56071E-01    -2.72931E-03    -1.25600E+00    -2.87905E+01
           T     6.65000E+01     3.58216E-04     8.33312E-10     3.83122E-01     8.56109E-02     2.18370E-05     5.54365E-01    -2.65044E-03    -1.25600E+00    -2.87905E+01
           T     6.75000E+01     3.89058E-04     8.90004E-10     3.89603E-01     8.15136E-02     2.04460E-05     5.52650E-01    -2.57087E-03    -1.25600E+00    -2.87905E+01
           T     6.85000E+01     4.23506E-04     9.52912E-10     3.96102E-01     7.74023E-02     1.90962E-05     5.50926E-01    -2.49061E-03    -1.25600E+00    -2.87905E+01
           T     6.95000E+01     4.62181E-04     1.02310E-09     4.02618E-01     7.32780E-02     1.77861E-05     5.49191E-01    -2.40964E-03    -1.25600E+00    -2.87905E+01
           T     7.05000E+01     5.05848E-04     1.10190E-09     4.09147E-01     6.91416E-02     1.65143E-05     5.47447E-01    -2.32796E-03    -1.25600E+00    -2.87905E+01
           T     7.15000E+01     5.55468E-04     1.19094E-09     4.15689E-01     6.49946E-02     1.52795E-05     5.45693E-01    -2.24556E-03    -1.25600E+00    -2.87905E+01
           T     7.25000E+01     6.12251E-04     1.29233E-09     4.22237E-01     6.08392E-02     1.40808E-05     5.43930E-01    -2.16244E-03    -1.25600E+00    -2.87905E+01
           T     7.35000E+01     6.77754E-04     1.40874E-09     4.28788E-01     5.66778E-02     1.29173E-05     5.42157E-01    -2.07860E-03    -1.25600E+00    -2.87905E+01
           T     7.45000E+01     7.53994E-04     1.54364E-09     4.35334E-01     5.25143E-02     1.17884E-05     5.40374E-01    -1.99405E-03    -1.25600E+00    -2.87905E+01
           T     7.55000E+01     8.43632E-04     1.70162E-09     4.41866E-01     4.83535E-02     1.06939E-05     5.38583E-01    -1.90880E-03    -1.25600E+00    -2.87905E+01
           T     7.65000E+01     9.50232E-04     1.88883E-09     4.48370E-01     4.42022E-02     9.63401E-06     5.36785E-01    -1.82289E-03    -1.25600E+00    -2.87905E+01
           T     7.75000E+01     1.07864E-03     2.11363E-09     4.54830E-01     4.00701E-02     8.60937E-06     5.34979E-01    -1.73637E-03    -1.25600E+00    -2.87905E+01
           T     7.85000E+01     1.23558E-03     2.38760E-09     4.61219E-01     3.59704E-02     7.62146E-06     5.33168E-01    -1.64930E-03    -1.25600E+00    -2.87905E+01
           T     7.95000E+01     1.43046E-03     2.72703E-09     4.67503E-01     3.19223E-02     6.67283E-06     5.31354E-01    -1.56180E-03    -1.25600E+00    -2.87905E+01
           T     8.05000E+01     1.67667E-03     3.15506E-09     4.73630E-01     2.79531E-02     5.76756E-06     5.29542E-01    -1.47405E-03    -1.25600E+00    -2.87905E+01
           T     8.15000E+01     1.99328E-03     3.70473E-09     4.79526E-01     2.41022E-02     4.91184E-06     5.27735E-01    -1.38630E-03    -1.25600E+00    -2.87905E+01
           T     8.25000E+01     2.40704E-03     4.42244E-09     4.85089E-01     2.04249E-02     4.11470E-06     5.25942E-01    -1.29893E-03    -1.25600E+00    -2.87905E+01
           T     8.35000E+01     2.95370E-03     5.37047E-09     4.90179E-01     1.69958E-02     3.38835E-06     5.24174E-01    -1.21244E-03    -1.25600E+00    -2.87905E+01
           T     8.45000E+01     3.67611E-03     6.62381E-09     4.94630E-01     1.39051E-02     2.74721E-06     5.22443E-01    -1.12749E-03    -1.25600E+00    -2.87905E+01
           T     8.55000E+01     4.61524E-03     8.25508E-09     4.98280E-01     1.12396E-02     2.20434E-06     5.20761E-01    -1.04471E-03    -1.25600E+00    -2.87905E+01
           T     8.65000E+01     5.79455E-03     1.03075E-08     5.01034E-01     9.05136E-03     1.76542E-06     5.19138E-01    -9.64544E-04    -1.25600E+00    -2.87905E+01
           T     8.75000E+01     7.20780E-03     1.27736E-08     5.02909E-01     7.33122E-03     1.42458E-06     5.17573E-01    -8.87016E-04    -1.25600E+00    -2.87905E+01
           T     8.85000E+01     8.82259E-03     1.56007E-08     5.04026E-01     6.01602E-03     1.16642E-06     5.16059E-01    -8.11793E-04    -1.25600E+00    -2.87905E+01
           T     8.95000E+01     1.05957E-02     1.87168E-08     5.04545E-01     5.01960E-03     9.72229E-07     5.14585E-01    -7.38365E-04    -1.25600E+00    -2.87905E+01
           T     9.05000E+01     1.24868E-02     2.20540E-08     5.04620E-01     4.26066E-03     8.25112E-07     5.13142E-01    -6.66235E-04    -1.25600E+00    -2.87905E+01
           T     9.15000E+01     1.44638E-02     2.55583E-08     5.04370E-01     3.67467E-03     7.11981E-07     5.11721E-01    -5.95003E-04    -1.25600E+00    -2.87905E+01
           T     9.25000E+01     1.65032E-02     2.91902E-08     5.03886E-01     3.21437E-03     6.23395E-07     5.10315E-01    -5.24373E-04    -1.25600E+00    -2.87905E+01
           T     9.35000E+01     1.85886E-02     3.29216E-08     5.03228E-01     2.84632E-03     5.52737E-07     5.08921E-01    -4.54134E-04    -1.25600E+00    -2.87905E+01
           T     9.45000E+01     2.07082E-02     3.67331E-08     5.02441E-01     2.54699E-03     4.95385E-07     5.07536E-01    -3.84139E-04    -1.25600E+00    -2.87905E+01
           T     9.55000E+01     2.28538E-02     4.06106E-08     5.01557E-01     2.29975E-03     4.48086E-07     5.06157E-01    -3.14283E-04    -1.25600E+00    -2.87905E+01
           T     9.65000E+01     2.50196E-02     4.45442E-08     5.00597E-01     2.09265E-03     4.08516E-07     5.04783E-01    -2.44489E-04    -1.25600E+00    -2.87905E+01
           T     9.75000E+01     2.72010E-02     4.85268E-08     4.99579E-01     1.91700E-03     3.74989E-07     5.03413E-01    -1.74703E-04    -1.25600E+00    -2.87905E+01
           T     9.85000E+01     2.93951E-02     5.25531E-08     4.98513E-01     1.76636E-03     3.46259E-07     5.02046E-01    -1.04883E-04    -1.25600E+00    -2.87905E+01
           T     9.95000E+01     3.15993E-02     5.66191E-08     4.97409E-01     1.63588E-03     3.21393E-07     5.00681E-01    -3.49992E-05    -1.25600E+00    -2.87905E+01
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -1.25600E+00    -2.87905E+01
           T     0.00000E+00     4.14131E-08     4.65153E-12     7.93490E-03     3.17648E-01     3.91205E-03     6.47142E-01    -6.62395E-03    -1.26400E+00    -2.90048E+01
           T     5.00000E-01     5.10231E-08     5.16499E-12     8.80434E-03     3.17415E-01     3.52314E-03     6.47157E-01    -6.62452E-03    -1.26400E+00    -2.90048E+01
           T     1.50000E+00     7.89544E-08     6.43292E-12     1.09388E-02     3.16636E-01     2.82873E-03     6.47039E-01    -6.61986E-03    -1.26400E+00    -2.90048E+01
           T     2.50000E+00     1.23557E-07     8.06317E-12     1.36572E-02     3.15396E-01     2.25681E-03     6.46707E-01    -6.60666E-03    -1.26400E+00    -2.90048E+01
           T     3.50000E+00     1.91638E-07     1.00690E-11     1.69627E-02     3.13694E-01     1.80723E-03     6.46158E-01    -6.58487E-03    -1.26400E+00    -2.90048E+01
           T     4.50000E+00     2.89720E-07     1.24223E-11     2.07863E-02     3.11584E-01     1.46487E-03     6.45419E-01    -6.55549E-03    -1.26400E+00    -2.90048E+01
           T     5.50000E+00     4.23187E-07     1.50724E-11     2.50236E-02     3.09149E-01     1.20731E-03     6.44529E-01    -6.52003E-03    -1.26400E+00    -2.90048E+01
           T     6.50000E+00     5.96185E-07     1.79679E-11     2.95722E-02     3.06469E-01     1.01275E-03     6.43524E-01    -6.47996E-03    -1.26400E+00    -2.90048E+01
           T     7.50000E+00     8.11953E-07     2.10672E-11     3.43498E-02     3.03611E-01     8.63760E-04     6.42435E-01    -6.43647E-03    -1.26400E+00    -2.90048E+01
           T     8.50000E+00     1.07320E-06     2.43405E-11     3.92960E-02     3.00620E-01     7.47601E-04     6.41284E-01    -6.39044E-03    -1.26400E+00    -2.90048E+01
           T     9.50000E+00     1.38235E-06     2.77678E-11     4.43686E-02     2.97532E-01     6.55327E-04     6.40088E-01    -6.34248E-03    -1.26400E+00    -2.90048E+01
           T     1.05000E+01     1.74174E-06     3.13361E-11     4.95378E-02     2.94369E-01     5.80704E-04     6.38856E-01    -6.29302E-03    -1.26400E+00    -2.90048E+01
           T     1.15000E+01     2.15368E-06     3.50376E-11     5.47831E-02     2.91147E-01     5.19357E-04     6.37596E-01    -6.24235E-03    -1.26400E+00    -2.90048E+01
           T     1.25000E+01     2.62053E-06     3.88678E-11     6.00896E-02     2.87879E-01     4.68177E-04     6.36315E-01    -6.19069E-03    -1.26400E+00    -2.90048E+01
           T     1.35000E+01     3.14474E-06     4.28249E-11     6.54468E-02     2.84572E-01     4.24916E-04     6.35015E-01    -6.13818E-03    -1.26400E+00    -2.90048E+01
           T     1.45000E+01     3.72886E-06     4.69089E-11     7.08469E-02     2.81233E-01     3.87923E-04     6.33700E-01    -6.08495E-03    -1.26400E+00    -2.90048E+01
           T     1.55000E+01     4.37555E-06     5.11209E-11     7.62840E-02     2.77866E-01     3.55960E-04     6.32372E-01    -6.03106E-03    -1.26400E+00    -2.90048E+01
           T     1.65000E+01     5.08763E-06     5.54634E-11     8.17540E-02     2.74475E-01     3.28090E-04     6.31032E-01    -5.97659E-03    -1.26400E+00    -2.90048E+01
           T     1.75000E+01     5.86808E-06     5.99396E-11     8.72534E-02     2.71062E-01     3.03589E-04     6.29681E-01    -5.92158E-03    -1.26400E+00    -2.90048E+01
           T     1.85000E+01     6.72003E-06     6.45533E-11     9.27797E-02     2.67630E-01     2.81891E-04     6.28321E-01    -5.86606E-03    -1.26400E+00    -2.90048E+01
           T     1.95000E+01     7.64681E-06     6.93091E-11     9.83308E-02     2.64180E-01     2.62549E-04     6.26953E-01    -5.81007E-03    -1.26400E+00    -2.90048E+01
           T     2.05000E+01     8.65194E-06     7.42123E-11     1.03905E-01     2.60713E-01     2.45202E-04     6.25576E-01    -5.75361E-03    -1.26400E+00    -2.90048E+01
           T     2.15000E+01     9.73917E-06     7.92684E-11     1.09502E-01     2.57230E-01     2.29562E-04     6.24191E-01    -5.69671E-03    -1.26400E+00    -2.90048E+01
           T     2.25000E+01     1.09125E-05     8.44839E-11     1.15120E-01     2.53732E-01     2.15390E-04     6.22799E-01    -5.63939E-03    -1.26400E+00    -2.90048E+01
           T     2.35000E+01     1.21761E-05     8.98655E-11     1.20758E-01     2.50220E-01     2.02492E-04     6.21400E-01    -5.58164E-03    -1.26400E+00    -2.90048E+01
           T     2.45000E+01     1.35345E-05     9.54205E-11     1.26416E-01     2.46694E-01     1.90703E-04     6.19994E-01    -5.52348E-03    -1.26400E+00    -2.90048E+01
           T     2.55000E+01     1.49925E-05     1.01157E-10     1.32093E-01     2.43155E-01     1.79889E-04     6.18582E-01    -5.46490E-03    -1.26400E+00    -2.90048E+01
           T     2.65000E+01     1.65553E-05     1.07084E-10     1.37789E-01     2.39602E-01     1.69933E-04     6.17162E-01    -5.40592E-03    -1.26400E+00    -2.90048E+01
           T     2.75000E+01     1.82283E-05     1.13210E-10     1.43503E-01     2.36036E-01     1.60737E-04     6.15737E-01    -5.34654E-03    -1.26400E+00    -2.90048E+01
           T     2.85000E+01     2.00173E-05     1.19545E-10     1.49236E-01     2.32458E-01     1.52219E-04     6.14305E-01    -5.28675E-03    -1.26400E+00    -2.90048E+01
           T     2.95000E+01     2.19287E-05     1.26100E-10     1.54988E-01     2.28867E-01     1.44306E-04     6.12867E-01    -5.22656E-03    -1.26400E+00    -2.90048E+01
           T     3.05000E+01     2.39691E-05     1.32886E-10     1.60758E-01     2.25264E-01     1.36937E-04     6.11422E-01    -5.16597E-03    -1.26400E+00    -2.90048E+01
           T     3.15000E+01     2.61457E-05     1.39916E-10     1.66545E-01     2.21648E-01     1.30056E-04     6.09971E-01    -5.10496E-03    -1.26400E+00    -2.90048E+01
           T     3.25000E+01     2.84664E-05     1.47204E-10     1.72351E-01     2.18020E-01     1.23618E-04     6.08514E-01    -5.04355E-03    -1.26400E+00    -2.90048E+01
           T     3.35000E+01     3.09394E-05     1.54762E-10     1.78175E-01     2.14379E-01     1.17580E-04     6.07051E-01    -4.98173E-03    -1.26400E+00    -2.90048E+01
           T     3.45000E+01     3.35737E-05     1.62608E-10     1.84017E-01     2.10726E-01     1.11907E-04     6.05581E-01    -4.91949E-03    -1.26400E+00    -2.90048E+01
           T     3.55000E+01     3.63791E-05     1.70757E-10     1.89878E-01     2.07060E-01     1.06567E-04     6.04105E-01    -4.85683E-03    -1.26400E+00    -2.90048E+01
           T     3.65000E+01     3.93659E-05     1.79227E-10     1.95757E-01     2.03382E-01     1.01531E-04     6.02623E-01    -4.79374E-03    -1.26400E+00    -2.90048E+01
           T     3.75000E+01     4.25455E-05     1.88038E-10     2.01654E-01     1.99692E-01     9.67728E-05     6.01134E-01    -4.73023E-03    -1.26400E+00    -2.90048E+01
           T     3.85000E+01     4.59302E-05     1.97212E-10     2.07570E-01     1.95988E-01     9.22712E-05     5.99639E-01    -4.66628E-03    -1.26400E+00    -2.90048E+01
           T     3.95000E+01     4.95333E-05     2.06771E-10     2.13505E-01     1.92272E-01     8.80055E-05     5.98138E-01    -4.60190E-03    -1.26400E+00    -2.90048E+01
           T     4.05000E+01     5.33693E-05     2.16740E-10     2.19458E-01     1.88544E-01     8.39576E-05     5.96629E-01    -4.53707E-03    -1.26400E+00    -2.90048E+01
           T     4.15000E+01     5.74540E-05     2.27147E-10     2.25431E-01     1.84802E-01     8.01112E-05     5.95114E-01    -4.47179E-03    -1.26400E+00    -2.90048E+01
           T     4.25000E+01     6.18046E-05     2.38021E-10     2.31423E-01     1.81047E-01     7.64514E-05     5.93593E-01    -4.40605E-03    -1.26400E+00    -2.90048E+01
           T     4.35000E+01     6.64399E-05     2.49394E-10     2.37434E-01     1.77279E-01     7.29649E-05     5.92065E-01    -4.33985E-03    -1.26400E+00    -2.90048E+01
           T     4.45000E+01     7.13805E-05     2.61302E-10     2.43465E-01     1.73497E-01     6.96397E-05     5.90529E-01    -4.27318E-03    -1.26400E+00    -2.90048E+01
           T     4.55000E+01     7.66492E-05     2.73785E-10     2.49516E-01     1.69703E-01     6.64646E-05     5.88987E-01    -4.20603E-03    -1.26400E+00    -2.90048E+01
           T     4.65000E+01     8.22707E-05     2.86885E-10     2.55587E-01     1.65894E-01     6.34297E-05     5.87438E-01    -4.13840E-03    -1.26400E+00    -2.90048E+01
           T     4.75000E+01     8.82727E-05     3.00649E-10     2.61678E-01     1.62072E-01     6.05258E-05     5.85882E-01    -4.07028E-03    -1.26400E+00    -2.90048E+01
           T     4.85000E+01     9.46854E-05     3.15130E-10     2.67789E-01     1.58235E-01     5.77445E-05     5.84318E-01    -4.00165E-03    -1.26400E+00    -2.90048E+01
           T     4.95000E+01     1.01542E-04     3.30386E-10     2.73922E-01     1.54385E-01     5.50781E-05     5.82747E-01    -3.93252E-03    -1.26400E+00    -2.90048E+01
           T     5.05000E+01     1.08881E-04     3.46481E-10     2.80075E-01     1.50520E-01     5.25196E-05     5.81168E-01    -3.86287E-03    -1.26400E+00    -2.90048E+01
           T     5.15000E+01     1.16743E-04     3.63486E-10     2.86249E-01     1.46641E-01     5.00624E-05     5.79582E-01    -3.79269E-03    -1.26400E+00    -2.90048E+01
           T     5.25000E+01     1.25176E-04     3.81483E-10     2.92445E-01     1.42748E-01     4.77007E-05     5.77988E-01    -3.72198E-03    -1.26400E+00    -2.90048E+01
           T     5.35000E+01     1.34230E-04     4.00561E-10     2.98663E-01     1.38839E-01     4.54288E-05     5.76387E-01    -3.65072E-03    -1.26400E+00    -2.90048E+01
